,Date of Lead Publication,Imported By,Date Imported,Verification Status,Lead Id,Lead Title,Lead URL,Authoring Organizations Type,Author,Source,Lead Priority,Assignee,Entry Id,Lead-Entry Id,Modified Excerpt,Original Excerpt,Context - Dimension,Context - Subdimension,Population,Vulnerable groups - Level 0,Malawi Polygons,Country,Country (code),District,District (code),Town,Town (code),Date,Usefulness of the source,Health Services - Dimension,Health Services - Subdimension,Outbreak - Dimension,Outbreak - Subdimension,Health and social consequences,Interventions to control the outbreak/emergency,Spread of the outbreak/emergency,Health workforce,Socio-economic status
10,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Geographic and infrastructure,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Geographic/Transport,Response,Government measures,Decrease,Enable,Discourage,,
11,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Population and ethnicity,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Geographic/Transport,Response,Government measures,Decrease,Enable,Discourage,,
12,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Geographic and infrastructure,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Organizational,Response,Operational preparedness,Decrease,Enable,Discourage,,
13,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Population and ethnicity,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Organizational,Response,Operational preparedness,Decrease,Enable,Discourage,,
14,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Geographic and infrastructure,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Geographic/Transport,Response,Operational preparedness,Decrease,Enable,Discourage,,
15,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Population and ethnicity,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Geographic/Transport,Response,Operational preparedness,Decrease,Enable,Discourage,,
16,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Geographic and infrastructure,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Organizational,Response,Vaccination,Decrease,Enable,Discourage,,
17,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Population and ethnicity,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Organizational,Response,Vaccination,Decrease,Enable,Discourage,,
18,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Geographic and infrastructure,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Geographic/Transport,Response,Vaccination,Decrease,Enable,Discourage,,
19,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Population and ethnicity,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Geographic/Transport,Response,Vaccination,Decrease,Enable,Discourage,,
20,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Geographic and infrastructure,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Organizational,Response,Coordination,Decrease,Enable,Discourage,,
21,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Population and ethnicity,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Organizational,Response,Coordination,Decrease,Enable,Discourage,,
22,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Geographic and infrastructure,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Geographic/Transport,Response,Coordination,Decrease,Enable,Discourage,,
23,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582923,81603-582923,"Covid-19 Vaccination Express ensured availability and utilization of all Covid- 19 vaccination program components at one platform, particularly in Malawi's remote and in-accessible locations. Covid-19 Vaccination Express showed promising results in terms of the Covid-19 vaccine acceptance by the communities in different settlements. It benefitted the vaccination
program in two ways: it could reach the remotest population with potent vaccines and increase the vaccine uptake to save the wastage of vaccines in terms of expiry.",,Factors (Societal level),Population and ethnicity,Rural,,,Malawi,Malawi,,,,,2022-01-01,Very high,Accessibility,Geographic/Transport,Response,Coordination,Decrease,Enable,Discourage,,
24,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582922,81603-582922,"[...] besides procuring a sufficient number of vaccines, policymakers should expand their capacity to administer them and achieve collective behavior change. It includes strategic use of logistics with micro-planning to vaccinate individuals, disseminating the information on vaccine availability and eligibility, and an approach to reduce vaccine hesitancy. Successful
strategies to reduce vaccine hesitancy require a multi-purpose framework including increased awareness, community engagement, involvement of religious and community leaders, community mobilization, training and education of health care professionals, non financial incentives, mass media campaigns, understanding concerns, building trust, managing rumors,
and misinformation, and making the availability of vaccines at various convenient and accessible places such as churches, mosques, and markets (Vaccine express was a success in bringing all stakeholders together).",,Factors (Societal level),Religion and dominant beliefs,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Availability,Facilities,Disease,Covid-19,Decrease,Enable,Discourage,,
25,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582922,81603-582922,"[...] besides procuring a sufficient number of vaccines, policymakers should expand their capacity to administer them and achieve collective behavior change. It includes strategic use of logistics with micro-planning to vaccinate individuals, disseminating the information on vaccine availability and eligibility, and an approach to reduce vaccine hesitancy. Successful
strategies to reduce vaccine hesitancy require a multi-purpose framework including increased awareness, community engagement, involvement of religious and community leaders, community mobilization, training and education of health care professionals, non financial incentives, mass media campaigns, understanding concerns, building trust, managing rumors,
and misinformation, and making the availability of vaccines at various convenient and accessible places such as churches, mosques, and markets (Vaccine express was a success in bringing all stakeholders together).",,Factors (Societal level),Geographic and infrastructure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Availability,Facilities,Disease,Covid-19,Decrease,Enable,Discourage,,
26,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582922,81603-582922,"[...] besides procuring a sufficient number of vaccines, policymakers should expand their capacity to administer them and achieve collective behavior change. It includes strategic use of logistics with micro-planning to vaccinate individuals, disseminating the information on vaccine availability and eligibility, and an approach to reduce vaccine hesitancy. Successful
strategies to reduce vaccine hesitancy require a multi-purpose framework including increased awareness, community engagement, involvement of religious and community leaders, community mobilization, training and education of health care professionals, non financial incentives, mass media campaigns, understanding concerns, building trust, managing rumors,
and misinformation, and making the availability of vaccines at various convenient and accessible places such as churches, mosques, and markets (Vaccine express was a success in bringing all stakeholders together).",,Factors (Societal level),Social organisation and administrative structure,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Availability,Facilities,Disease,Covid-19,Decrease,Enable,Discourage,,
27,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582922,81603-582922,"[...] besides procuring a sufficient number of vaccines, policymakers should expand their capacity to administer them and achieve collective behavior change. It includes strategic use of logistics with micro-planning to vaccinate individuals, disseminating the information on vaccine availability and eligibility, and an approach to reduce vaccine hesitancy. Successful
strategies to reduce vaccine hesitancy require a multi-purpose framework including increased awareness, community engagement, involvement of religious and community leaders, community mobilization, training and education of health care professionals, non financial incentives, mass media campaigns, understanding concerns, building trust, managing rumors,
and misinformation, and making the availability of vaccines at various convenient and accessible places such as churches, mosques, and markets (Vaccine express was a success in bringing all stakeholders together).",,Factors (Societal level),Relevant languages and communication preferences,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Availability,Facilities,Disease,Covid-19,Decrease,Enable,Discourage,,
28,2022-04-29,Delphyne de Peretti,2022-05-18,Uncontrolled,81603,A Retrospective Analysis of the COVID-19 Vaccine Express Strategy in Malawi: An Effort to Reach the Un-Reach,https://prod-api.thedeep.io/private-file/8e99eb76-befe-4fa5-b370-db55776febdd/SSRN-id4094796.pdf,,,The Lancet (Preprint),Low,Delphyne de Peretti,582922,81603-582922,"[...] besides procuring a sufficient number of vaccines, policymakers should expand their capacity to administer them and achieve collective behavior change. It includes strategic use of logistics with micro-planning to vaccinate individuals, disseminating the information on vaccine availability and eligibility, and an approach to reduce vaccine hesitancy. Successful
strategies to reduce vaccine hesitancy require a multi-purpose framework including increased awareness, community engagement, involvement of religious and community leaders, community mobilization, training and education of health care professionals, non financial incentives, mass media campaigns, understanding concerns, building trust, managing rumors,
and misinformation, and making the availability of vaccines at various convenient and accessible places such as churches, mosques, and markets (Vaccine express was a success in bringing all stakeholders together).",,Factors (Societal level),Engaging civil society and local NGOs,Unspecified/General population,,,Malawi,Malawi,,,,,2022-01-01,Very high,Availability,Facilities,Disease,Covid-19,Decrease,Enable,Discourage,,
